"City","xcoord","ycoord"
"clearwater, fl","27.9658533","-82.8001026"
"cutler bay, fl","25.5808323","-80.3468593"
"florence, al","34.79981","-87.677251"
"terre haute, in","39.4667034","-87.4139092"
"temple, tx","31.0982344","-97.342782"
"beavercreek, oh","39.7092262","-84.0632685"
"sioux falls, sd","43.5445959","-96.7311034"
"columbus, in","39.2014404","-85.9213796"
"margate, fl","26.2445263","-80.206436"
"leominster, ma","42.5250906","-71.759794"
"warwick, ri","41.7001009","-71.4161671"
"bakersfield, ca","35.3732921","-119.0187125"
"miami, fl","25.7616798","-80.1917902"
"lake charles, la","30.2265949","-93.2173758"
"richland, wa","46.2856907","-119.2844621"
"hickory, nc","35.7344538","-81.3444573"
"delray beach, fl","26.4614625","-80.0728201"
"wellington, fl","26.6617635","-80.2683571"
"bullhead city, az","35.1359386","-114.5285981"
"weston, fl","26.1003654","-80.3997748"
"troy, mi","42.6064095","-83.1497751"
"new rochelle, ny","40.9114882","-73.7823549"
"stockton, ca","37.9577016","-121.2907796"
"royal oak, mi","42.4894801","-83.1446485"
"titusville, fl","28.6122187","-80.8075537"
"laguna niguel, ca","33.5225261","-117.7075526"
"spokane valley, wa","47.6732281","-117.2393748"
"costa mesa, ca","33.6411316","-117.9186689"
"grand prairie, tx","32.7459645","-96.9977846"
"portsmouth, va","36.8354258","-76.2982742"
"lacey, wa","47.0342629","-122.8231915"
"apex, nc","35.732652","-78.8502856"
"sioux city, ia","42.4999942","-96.4003069"
"encinitas, ca","33.0369867","-117.2919818"
"spanish fork, ut","40.114955","-111.654923"
"huntington park, ca","33.9816812","-118.2250725"
"eden prairie, mn","44.8546856","-93.470786"
"peoria, az","33.5805955","-112.2373779"
"tempe, az","33.4255104","-111.9400054"
"wilmington, de","39.7390721","-75.5397878"
"taylorsville, ut","40.6677248","-111.9388258"
"westland, mi","42.324204","-83.400211"
"mesquite, tx","32.7667955","-96.5991593"
"burlington, nc","36.0956918","-79.4377991"
"garland, tx","32.912624","-96.6388833"
"richmond, ca","37.9357576","-122.3477486"
"bismarck, nd","46.8083268","-100.7837392"
"carson city, nv","39.1637984","-119.7674034"
"muskogee, ok","35.7478769","-95.3696909"
"augusta-richmond county, ga","33.4734978","-82.0105148"
"fayetteville, nc","35.0526641","-78.8783585"
"albany, ga","31.5785074","-84.155741"
"sayreville, nj","40.4594021","-74.360846"
"newark, ca","37.5296593","-122.0402399"
"diamond bar, ca","34.0286226","-117.8103367"
"decatur, al","34.6059253","-86.9833417"
"chattanooga, tn","35.0456297","-85.3096801"
"jeffersonville, in","38.2775702","-85.7371847"
"bartlett, il","41.9950276","-88.1856301"
"baldwin park, ca","34.0852868","-117.9608978"
"miami beach, fl","25.790654","-80.1300455"
"jackson, tn","35.6145169","-88.8139469"
"port arthur, tx","29.8849504","-93.939947"
"san luis obispo, ca","35.2827524","-120.6596156"
"burleson, tx","32.5420821","-97.3208492"
"st. joseph, mo","39.7674578","-94.846681"
"redondo beach, ca","33.8491816","-118.3884078"
"houston, tx","29.7604267","-95.3698028"
"temecula, ca","33.4936391","-117.1483648"
"ann arbor, mi","42.2808256","-83.7430378"
"beaumont, tx","30.080174","-94.1265562"
"east lansing, mi","42.7369792","-84.4838654"
"santee, ca","32.8383828","-116.9739167"
"tamarac, fl","26.2128609","-80.2497707"
"bellevue, ne","41.1543623","-95.9145568"
"pembroke pines, fl","26.007765","-80.2962555"
"springdale, ar","36.1867442","-94.1288141"
"oxnard, ca","34.1975048","-119.1770516"
"odessa, tx","31.8456816","-102.3676431"
"stillwater, ok","36.1156071","-97.0583681"
"brockton, ma","42.0834335","-71.0183787"
"bayonne, nj","40.6687141","-74.1143091"
"paramount, ca","33.8894598","-118.1597911"
"moline, il","41.5067003","-90.5151342"
"meridian, ms","32.3643098","-88.703656"
"cleveland, tn","35.1595182","-84.8766115"
"jersey city, nj","40.7281575","-74.0776417"
"st. paul, mn","44.9537029","-93.0899578"
"deltona, fl","28.9005446","-81.2636738"
"freeport, ny","40.6576022","-73.5831835"
"iowa city, ia","41.6611277","-91.5301683"
"anaheim, ca","33.8352932","-117.9145036"
"apple valley, mn","44.7319094","-93.21772"
"great falls, mt","47.4941836","-111.2833449"
"west valley city, ut","40.6916132","-112.0010501"
"hampton, va","37.0298687","-76.3452218"
"georgetown, tx","30.6332618","-97.6779842"
"orem, ut","40.2968979","-111.6946475"
"monrovia, ca","34.1442616","-118.0019482"
"keller, tx","32.9341893","-97.229298"
"south san francisco, ca","37.654656","-122.4077498"
"plymouth, mn","45.0105194","-93.4555093"
"south bend, in","41.6763545","-86.2519898"
"edmond, ok","35.6528323","-97.4780954"
"des moines, ia","41.6005448","-93.6091064"
"bonita springs, fl","26.339806","-81.7786972"
"draper, ut","40.5246711","-111.8638226"
"whittier, ca","33.9791793","-118.032844"
"livonia, mi","42.36837","-83.3527097"
"milwaukee, wi","43.0389025","-87.9064736"
"auburn, wa","47.3073228","-122.2284532"
"sumter, sc","33.9204354","-80.3414693"
"beverly, ma","42.5584283","-70.880049"
"renton, wa","47.4828776","-122.2170661"
"centennial, co","39.5807452","-104.8771726"
"richmond, va","37.5407246","-77.4360481"
"anderson, in","40.1053196","-85.6802541"
"beaumont, ca","33.9294606","-116.977248"
"pflugerville, tx","30.4393696","-97.6200043"
"hoboken, nj","40.7439905","-74.0323626"
"lexington-fayette, ky","38.0405837","-84.5037164"
"norwalk, ca","33.9022367","-118.081733"
"yuma, az","32.6926512","-114.6276916"
"highland, ca","34.1283442","-117.2086513"
"carol stream, il","41.9125286","-88.1347927"
"joliet, il","41.525031","-88.0817251"
"rock hill, sc","34.9248667","-81.0250784"
"rancho cordova, ca","38.5890723","-121.302728"
"dearborn heights, mi","42.3369816","-83.2732627"
"honolulu, hi","21.3069444","-157.8583333"
"victoria, tx","28.8052674","-97.0035982"
"attleboro, ma","41.9445441","-71.2856082"
"wylie, tx","33.0151201","-96.5388789"
"carrollton, tx","32.9756415","-96.8899636"
"plainfield, il","41.632223","-88.2120315"
"hoffman estates, il","42.0629915","-88.1227199"
"methuen, ma","42.7262016","-71.1908924"
"north port, fl","27.044224","-82.2359254"
"rockville, md","39.0839973","-77.1527578"
"burbank, ca","34.1808392","-118.3089661"
"fullerton, ca","33.8703596","-117.9242966"
"oshkosh, wi","44.0247062","-88.5426136"
"huntsville, tx","30.7235263","-95.5507771"
"farmington hills, mi","42.4989936","-83.3677168"
"pico rivera, ca","33.9830688","-118.096735"
"cerritos, ca","33.8583483","-118.0647871"
"la puente, ca","34.0200114","-117.9495083"
"grand junction, co","39.0638705","-108.5506486"
"enid, ok","36.3955891","-97.8783911"
"san jose, ca","37.3382082","-121.8863286"
"round rock, tx","30.5082551","-97.678896"
"maple grove, mn","45.0724642","-93.4557877"
"norman, ok","35.2225668","-97.4394777"
"homestead, fl","25.4687224","-80.4775569"
"friendswood, tx","29.5293998","-95.2010447"
"irvine, ca","33.6839473","-117.7946942"
"pocatello, id","42.8713032","-112.4455344"
"pacifica, ca","37.6138253","-122.4869194"
"sheboygan, wi","43.7508284","-87.71453"
"bossier city, la","32.5159852","-93.7321228"
"cedar park, tx","30.505198","-97.8202888"
"sandy springs, ga","33.9304352","-84.3733147"
"champaign, il","40.1164204","-88.2433829"
"clifton, nj","40.8584328","-74.1637553"
"moore, ok","35.3395079","-97.4867028"
"blue springs, mo","39.0169509","-94.2816148"
"lancaster, ca","34.6867846","-118.1541632"
"bryan, tx","30.6743643","-96.3699632"
"hurst, tx","32.8234621","-97.1705678"
"cape coral, fl","26.5628537","-81.9495331"
"cupertino, ca","37.3229978","-122.0321823"
"pittsfield, ma","42.4500845","-73.2453824"
"gilroy, ca","37.0057816","-121.5682751"
"manchester, nh","42.9956397","-71.4547891"
"virginia beach, va","36.8529263","-75.977985"
"salina, ks","38.8402805","-97.6114237"
"somerville, ma","42.3875968","-71.0994968"
"largo, fl","27.9094665","-82.7873244"
"fresno, ca","36.7468422","-119.7725868"
"phenix city, al","32.4709761","-85.0007653"
"berwyn, il","41.8505874","-87.7936685"
"palm beach gardens, fl","26.8233946","-80.1386547"
"pawtucket, ri","41.878711","-71.3825558"
"san gabriel, ca","34.0961111","-118.1058333"
"winston-salem, nc","36.0998596","-80.244216"
"alpharetta, ga","34.0753762","-84.2940899"
"o'fallon, mo","38.8106075","-90.6998477"
"redwood city, ca","37.4852152","-122.2363548"
"union city, ca","37.5933918","-122.0438298"
"hallandale beach, fl","25.9812024","-80.148379"
"mankato, mn","44.1635775","-93.9993996"
"new york, ny","40.7127837","-74.0059413"
"simi valley, ca","34.2694474","-118.781482"
"west covina, ca","34.0686208","-117.9389526"
"castle rock, co","39.3722121","-104.8560902"
"valdosta, ga","30.8327022","-83.2784851"
"fort worth, tx","32.7554883","-97.3307658"
"carson, ca","33.8316745","-118.281693"
"evansville, in","37.9715592","-87.5710898"
"santa maria, ca","34.9530337","-120.4357191"
"brentwood, tn","36.0331164","-86.7827772"
"la mesa, ca","32.7678287","-117.0230839"
"westminster, co","39.8366528","-105.0372046"
"reading, pa","40.3356483","-75.9268747"
"turlock, ca","37.4946568","-120.8465941"
"greeley, co","40.4233142","-104.7091322"
"tyler, tx","32.3512601","-95.3010624"
"winter garden, fl","28.5652787","-81.5861847"
"waco, tx","31.549333","-97.1466695"
"martinez, ca","38.0193657","-122.1341321"
"thousand oaks, ca","34.1705609","-118.8375937"
"azusa, ca","34.1336186","-117.9075627"
"bridgeport, ct","41.1865478","-73.1951767"
"st. louis park, mn","44.9597376","-93.3702186"
"chesterfield, mo","38.6631083","-90.5770675"
"greenacres, fl","26.6276276","-80.1353896"
"pasco, wa","46.2395793","-119.1005657"
"torrance, ca","33.8358492","-118.3406288"
"madison, wi","43.0730517","-89.4012302"
"janesville, wi","42.6827885","-89.0187222"
"waukegan, il","42.3636331","-87.8447938"
"bowling green, ky","36.9685219","-86.4808043"
"arlington, tx","32.735687","-97.1080656"
"lewisville, tx","33.046233","-96.994174"
"farmington, nm","36.7280583","-108.2186856"
"oakley, ca","37.9974219","-121.7124536"
"palo alto, ca","37.4418834","-122.1430195"
"springfield, or","44.0462362","-123.0220289"
"new bedford, ma","41.6362152","-70.934205"
"redmond, wa","47.6739881","-122.121512"
"brentwood, ca","37.931868","-121.6957863"
"davis, ca","38.5449065","-121.7405167"
"la mirada, ca","33.9172357","-118.0120086"
"smyrna, tn","35.9828412","-86.5186045"
"altoona, pa","40.5186809","-78.3947359"
"dothan, al","31.2232313","-85.3904888"
"east orange, nj","40.767323","-74.2048677"
"tinley park, il","41.5731442","-87.7932939"
"biloxi, ms","30.3960318","-88.8853078"
"urbana, il","40.1105875","-88.2072697"
"garden grove, ca","33.7739053","-117.9414477"
"lynwood, ca","33.930293","-118.2114603"
"northglenn, co","39.8961821","-104.9811468"
"canton, oh","40.7989473","-81.378447"
"brookhaven, ga","33.8651033","-84.3365917"
"baton rouge, la","30.4582829","-91.1403196"
"bristol, ct","41.6717648","-72.9492703"
"independence, mo","39.0911161","-94.4155068"
"lansing, mi","42.732535","-84.5555347"
"orland park, il","41.6303103","-87.8539425"
"vineland, nj","39.4863773","-75.0259637"
"green bay, wi","44.519159","-88.019826"
"evanston, il","42.0450722","-87.6876969"
"ocoee, fl","28.5691677","-81.5439619"
"los angeles, ca","34.0522342","-118.2436849"
"federal way, wa","47.3223221","-122.3126222"
"west jordan, ut","40.6096698","-111.9391031"
"yucaipa, ca","34.033625","-117.0430865"
"pittsburgh, pa","40.4406248","-79.9958864"
"downey, ca","33.9401088","-118.1331593"
"cicero, il","41.8455877","-87.7539448"
"south gate, ca","33.954737","-118.2120161"
"panama city, fl","30.1588129","-85.6602058"
"joplin, mo","37.0842271","-94.513281"
"league city, tx","29.5074538","-95.0949303"
"salt lake city, ut","40.7607793","-111.8910474"
"fort pierce, fl","27.4467056","-80.3256056"
"phoenix, az","33.4483771","-112.0740373"
"corvallis, or","44.5645659","-123.2620435"
"cedar hill, tx","32.5884689","-96.9561152"
"chicopee, ma","42.1487043","-72.6078672"
"ocala, fl","29.1871986","-82.1400923"
"roswell, ga","34.0232431","-84.3615555"
"park ridge, il","42.0111412","-87.8406192"
"concord, nh","43.2081366","-71.5375718"
"olympia, wa","47.0378741","-122.9006951"
"huntington beach, ca","33.660297","-117.9992265"
"corpus christi, tx","27.8005828","-97.396381"
"haverhill, ma","42.7762015","-71.0772796"
"hanover park, il","41.9994722","-88.1450735"
"cambridge, ma","42.3736158","-71.1097335"
"glendale, az","33.5386523","-112.1859866"
"stanton, ca","33.8025155","-117.9931165"
"summerville, sc","33.0185039","-80.1756481"
"davenport, ia","41.5236437","-90.5776367"
"boca raton, fl","26.3683064","-80.1289321"
"new britain, ct","41.6612104","-72.7795419"
"roseville, mi","42.4972583","-82.9371409"
"cleveland heights, oh","41.5200518","-81.556235"
"gresham, or","45.5001357","-122.4302013"
"lauderhill, fl","26.1403635","-80.2133808"
"hendersonville, tn","36.3047735","-86.6199957"
"santa clara, ca","37.3541079","-121.9552356"
"oceanside, ca","33.1958696","-117.3794834"
"lake forest, ca","33.6469661","-117.689218"
"novi, mi","42.48059","-83.4754913"
"west new york, nj","40.7878788","-74.0143064"
"everett, ma","42.40843","-71.0536625"
"linden, nj","40.6220478","-74.2445902"
"asheville, nc","35.5950581","-82.5514869"
"compton, ca","33.8958492","-118.2200712"
"aliso viejo, ca","33.5676842","-117.7256083"
"menifee, ca","33.6971468","-117.185294"
"loveland, co","40.3977612","-105.0749801"
"carpentersville, il","42.1211364","-88.2578582"
"providence, ri","41.8239891","-71.4128343"
"hialeah, fl","25.8575963","-80.2781057"
"san ramon, ca","37.7799273","-121.9780153"
"ontario, ca","34.0633443","-117.6508876"
"kirkland, wa","47.6814875","-122.2087353"
"st. george, ut","37.0965278","-113.5684164"
"hilton head island, sc","32.216316","-80.752608"
"glendale, ca","34.1425078","-118.255075"
"meriden, ct","41.5381535","-72.8070435"
"gardena, ca","33.8883487","-118.3089624"
"westfield, ma","42.1250929","-72.749538"
"elgin, il","42.0354084","-88.2825668"
"plano, tx","33.0198431","-96.6988856"
"longmont, co","40.1672068","-105.1019275"
"coppell, tx","32.9545687","-97.0150078"
"lakewood, oh","41.4819932","-81.7981908"
"jonesboro, ar","35.8422967","-90.704279"
"college station, tx","30.627977","-96.3344068"
"dearborn, mi","42.3222599","-83.1763145"
"utica, ny","43.100903","-75.232664"
"monroe, la","32.5093109","-92.1193012"
"baltimore, md","39.2903848","-76.6121893"
"springfield, mo","37.2089572","-93.2922989"
"pine bluff, ar","34.2284312","-92.0031955"
"plainfield, nj","40.6337136","-74.4073736"
"lynn, ma","42.466763","-70.9494938"
"woodbury, mn","44.9238552","-92.9593797"
"gainesville, fl","29.6516344","-82.3248262"
"west sacramento, ca","38.5804609","-121.530234"
"sammamish, wa","47.6162683","-122.0355736"
"aventura, fl","25.9564812","-80.1392121"
"fayetteville, ar","36.0625795","-94.1574263"
"san rafael, ca","37.9735346","-122.5310874"
"conway, ar","35.0886963","-92.4421011"
"tacoma, wa","47.2528768","-122.4442906"
"middletown, ct","41.5623209","-72.6506488"
"burlington, vt","44.4758825","-73.212072"
"twin falls, id","42.5629668","-114.4608711"
"sherman, tx","33.6356618","-96.6088805"
"lynchburg, va","37.4137536","-79.1422464"
"bowie, md","39.0067768","-76.7791365"
"danbury, ct","41.394817","-73.4540111"
"charlottesville, va","38.0293059","-78.4766781"
"coral gables, fl","25.72149","-80.2683838"
"coeur d'alene, id","47.6776832","-116.7804664"
"el monte, ca","34.0686206","-118.0275667"
"crystal lake, il","42.2411344","-88.3161965"
"danville, ca","37.8215929","-121.9999606"
"goodyear, az","33.4353394","-112.3576567"
"paterson, nj","40.9167654","-74.171811"
"salem, or","44.9428975","-123.0350963"
"kissimmee, fl","28.2919557","-81.407571"
"saginaw, mi","43.4194699","-83.9508068"
"brownsville, tx","25.9017472","-97.4974838"
"flower mound, tx","33.0145673","-97.0969552"
"grapevine, tx","32.9342919","-97.0780654"
"edina, mn","44.8896866","-93.3499489"
"detroit, mi","42.331427","-83.0457538"
"fairfield, oh","39.3454673","-84.5603187"
"mansfield, tx","32.5631924","-97.1416768"
"rochester, ny","43.16103","-77.6109219"
"birmingham, al","33.5206608","-86.80249"
"austin, tx","30.267153","-97.7430608"
"santa barbara, ca","34.4208305","-119.6981901"
"addison, il","41.931696","-87.9889556"
"rio rancho, nm","35.2327544","-106.6630437"
"normal, il","40.5142026","-88.9906312"
"romeoville, il","41.6475306","-88.0895061"
